"state","county","total","p_f","p_m","p_wa","p_ba","p_ia","p_aa","p_na","p_h","15-19y","20-29y","30-49y","50-69y","over 70y"
"Idaho","Clearwater County",8895,0.4395727937043283,0.5604272062956718,0.9304103428892636,0.0060708263069139965,0.02630691399662732,0.00775716694772344,0.0031478358628442946,0.04519392917369309,0.04946599213041034,0.0567734682405846,0.05508712759977515,0.08218100056211354,0.028780213603147836
"Idaho","Custer County",4428,0.4758355916892502,0.5241644083107497,0.9537037037037037,0.006549232158988257,0.01061427280939476,0.0038392050587172538,0.00045167118337850043,0.05420054200542006,0.047651309846431796,0.036133694670280034,0.05420054200542006,0.1016260162601626,0.026196928635953028
"Idaho","Elmore County",28827,0.4735491032712388,0.5264508967287612,0.8798001873243834,0.030735074756304853,0.017067332708918723,0.027335484094772263,0.004058694973462379,0.18198216949387727,0.061470149512609706,0.08554480174836092,0.04638012973948035,0.0517570333368023,0.012800499531689042
"Idaho","Franklin County",14666,0.4846583935633438,0.5153416064366562,0.9661120960043639,0.00409109504977499,0.010909586799399972,0.0033410609573162418,0.0008864039274512478,0.07063957452611483,0.09068594027001227,0.056388926769398606,0.0592526933042411,0.04984317468975862,0.015000681849174963
"Idaho","Fremont County",13592,0.4735874043555032,0.5264125956444967,0.9562978222483814,0.008755150088287228,0.011403766921718657,0.004635079458505003,0.005002942907592701,0.12205709240729841,0.07570629782224839,0.06349323131253679,0.0590788699234844,0.06319894055326662,0.014640965273690406
"Idaho","Gem County",19792,0.49429062247372674,0.5057093775262732,0.9480092966855295,0.003284155214227971,0.012176637025060631,0.010711398544866612,0.002425222312045271,0.09059215844785772,0.060276879547291835,0.04951495553759094,0.05345594179466451,0.07376717865804365,0.020311236863379142
"Idaho","Gooding County",15772,0.4894116155211768,0.5105883844788233,0.9387522191224955,0.005833121988333756,0.02409332995181334,0.008559472482881055,0.002662946994674106,0.2987572914024854,0.07399188435201623,0.059028658381942684,0.057760588384478825,0.0615647983768704,0.018513821962972354
"Idaho","Idaho County",17040,0.4738849765258216,0.5261150234741784,0.9323943661971831,0.005927230046948357,0.029518779342723005,0.005985915492957746,0.0006455399061032864,0.038262910798122066,0.05322769953051643,0.04401408450704225,0.049002347417840375,0.0932511737089202,0.027992957746478874
"Idaho","Jefferson County",32202,0.4868331159555307,0.5131668840444693,0.9566486553630209,0.004378610024222098,0.013477423762499224,0.006086578473386746,0.0017079684491646482,0.1072604186075399,0.08645425749953418,0.054158126824420845,0.05698403825849326,0.04505931308614372,0.009688839202534005
"Idaho","Jerome County",24662,0.48341578136404184,0.5165842186359582,0.9458681372151488,0.008028545941123996,0.022544805774065365,0.005879490714459493,0.00255453734490309,0.38269402319357715,0.07967723623388208,0.062403697996918334,0.05360473603114103,0.048495661341334845,0.010704727921498661
"Idaho","Kootenai County",179789,0.5018605142695048,0.4981394857304952,0.9424881388739021,0.004572026097258453,0.013165432812908466,0.010039546357118623,0.0017520537963946626,0.05420242617735234,0.06026508852043228,0.060732302866137525,0.056243707902040724,0.06518752537696967,0.015863039451801834
"Idaho","Latah County",40313,0.48937067447225463,0.5106293255277454,0.9251854240567559,0.009054151266340883,0.009475851462307444,0.02349118150472552,0.0016371889961054747,0.0477761516136234,0.08977252995311687,0.07813856572321584,0.04628779798080024,0.050554411728226625,0.015156401160915834
"Idaho","Lemhi County",8162,0.4930164175447194,0.5069835824552805,0.9563832394021073,0.004165645675079637,0.012251899044351875,0.003798088703749081,0.0006125949522175938,0.033937760352854694,0.05121293800539083,0.04153393776035286,0.043249203626562115,0.09691252144082332,0.03320264641019358
"Idaho","Lewis County",3715,0.49367429340511443,0.5063257065948856,0.8686406460296097,0.007537012113055182,0.06621803499327053,0.01641991924629879,0.0024226110363391655,0.05087483176312248,0.06648721399730821,0.039030955585464336,0.04279946164199192,0.08909825033647376,0.025841184387617767
"Idaho","Lincoln County",5282,0.47822794396062096,0.521772056039379,0.936198409693298,0.005679666792881484,0.024233244982961,0.006815600151457781,0.0026505111700113595,0.32506626277925027,0.0781900795153351,0.06758803483528966,0.0594471790988262,0.05490344566452102,0.013631200302915562
"Idaho","Madison County",53881,0.48950464913420316,0.5104953508657969,0.9482934615170469,0.008314619253540208,0.006625712217664854,0.014327870677975538,0.0030808633841242737,0.08451958946567435,0.11258142944637256,0.10938920955438837,0.03515153764777937,0.02709675024591229,0.007219613592917726
"Idaho","Minidoka County",21955,0.49669779093600547,0.5033022090639946,0.9412890002277385,0.008107492598496925,0.0223183785014803,0.006741061261671601,0.0010020496470052379,0.3596902755636529,0.07278524254156228,0.06604418127989069,0.05274424960145753,0.050922341152357095,0.01940332498291961
"Idaho","Nez Perce County",42454,0.5058651717152682,0.4941348282847317,0.8949215621613982,0.004993640175248505,0.06121920195976822,0.008785980119658926,0.0016959532670655297,0.04619117162104867,0.060748103830027794,0.06100720780138503,0.05525981061855184,0.06409290055118481,0.02477976162434635
"Idaho","Oneida County",4611,0.49273476469312516,0.5072652353068748,0.967902841032314,0.004771199306007373,0.005638690088917805,0.005855562784645413,0.0006506180871828237,0.044892648015614836,0.07265235306874865,0.04706137497289091,0.05053133810453264,0.06679679028410324,0.024072869225764477
"Idaho","Owyhee County",12336,0.4901913099870298,0.5098086900129701,0.9199902723735408,0.008592736705577173,0.04101815823605707,0.0066472114137483785,0.0019455252918287938,0.25713359273670555,0.07052529182879377,0.060797665369649805,0.056987678339818416,0.0624189364461738,0.01637483787289235
"Idaho","Payette County",26350,0.4959392789373814,0.5040607210626186,0.935673624288425,0.0058823529411764705,0.01806451612903226,0.010018975332068311,0.0011005692599620493,0.1825426944971537,0.0672865275142315,0.0567741935483871,0.05647058823529412,0.05840607210626186,0.016736242884250473
